Speed kmn r limit ace naki	স্পিড কেমন আর লিমিট আছে নাকি
Daraz Refund korar somoy cashback, voucher sob kete niye then refund kore…post delete koren.	দারাজ রিফান্ড করার সময় ক্যাশব্যাক , ভাউচার সব কেটে নিয়ে দেন রিফান্ড করে …পোস্ট ডিলিট করেন .
apni apnar id te diye search bar a likhun “confirm my id” tarpore fast jey link ta asbe otatey submit diben.. r na bujhle vedio ti dekhun..	আপনি আপনার আইডি তে দিয়ে সার্চ বার এ লিখুন “কনফার্ম মাই আইডি” তারপরে ফাস্ট যেই লিংক টা আসবে ওটাতে সাবমিট দিবেন.. আর না বুঝলে ভিডিও টি দেখুন..
hmmm invalid coad	হমমম ইনভ্যালিড কোড
Tnx bro ato sundor akta gift dewar jonno	থ্যাংক্স ব্রো এত সুন্দর একটা গিফট দেওয়ার জন্য
hmm playstore upddate den	হুম প্লেস্টোর আপডেট দেন
kahini ache, jane but korena……… kichu add korechi	কাহিনী আছে , জানে বাট করেনা ……… কিছু অ্যাড করেছি
kintu vai easy net to chole na. web tunnel. othoba. http injector diye ki easy net chara config file kaj kore na? tar upor to akhn droid vpn o config support korce…. parle apnar fb id link ta diyen…	কিন্তু ভাই ইসি নেট তো চলে না। ওয়েব টানেল। অথবা। এইচটিটিপি ইনজ্যাক্টর দিয়ে কি ইসি নেট ছাড়া কনফিগ ফাইল কাজ করে না? তার উপর তো এখন ড্রোইড ভিপিএন ও কনফিগ সাপোর্ট করসে…. পারলে আপনার এফবি আইডি লিংক টা দিয়েন…
apnar ta koto?	আপনার টা কত ?
100% korbe vai	১০০% করবে ভাই
vai, coinbase/trust wallet er eth address dile hobe??	ভাই , কয়েনবেস /ট্রাস্ট ওয়ালেট এর এথ এড্রেস দিলে হবে ??
vai eto sadhu valo টাইটেল	ভাই এতো সাধু ভালো টাইটেল
wclm bro. asole play store a update er pore app er size kom besi hoyei thake	ওয়েলকাম ব্রো . আসলে প্লে স্টোর এ আপডেট এর পরে এপ এর সাইজ কম বেশি হয়েই থাকে
Bro upore number key thaka khub joruri…type korte sohoj hoy arrow key cepe cepe onno page a jawa lage na	ব্রো উপরে নাম্বার কি থাকা খুব জরুরি …টাইপ করতে সহজ হয় অ্যারো কি চেপে চেপে অন্য পেজ এ যাওয়া লাগে না
vaia ami apnre req disi tamzid ahmed tanim ei name..apnr tay msg dewa jay na	ভাইয়া আমি আপনারে রিক দিসি ইউসার এই নেম..আপনার টায় মেসেজ দেওয়া যায় না
Many many thanks bro Ami aitai khujtesilam Mb na thaker karone download korte parlam na akhon? Pore download korbo	মেনি মেনি থ্যাংকস ব্রো আমি এইটাই খুজতেসিলাম এমবি না থাকার কারণে ডাউনলোড করতে পারলাম না এখন? পরে ডাউনলোড করবো
Joy trickbd 🤗	জয় ট্রিকবিডি 🤗
tnx bro ✌?	থ্যাংক্স ব্রো ✌?
Amar 9k subscribe ar bangla dub channel gayeb koira dise yt ….	আমার ৯কে সাবস্ক্রাইব এর বাংলা ডাব চ্যানেল গায়েব কইরা দিসে ওয়াইটি ….
— Apnar Issa?	— আপনার ইচ্ছা ?
Keu Ring id coin nite chaile contact koren….1200 coin ace	কেউ রিং আইডি কয়েন নিতে চাইলে কন্টাক্ট করেন ….১২০০ কয়েন আছে
voice number niye akta post den	ভয়েস নাম্বার নিয়ে একটা পোস্ট দেন
vai game ar to kichu bujhtechina	ভাই গেম এর তো কিছু বুঝতেছিনা
bro kom takay beshi fb mb kivabe kene?	ব্রো কম টাকায় বেশি এফবি এমবি কিভাবে কেনে ?
ok vi airtel sim ase active korta lagbe	ওকে ভাই এয়ারটেল সিম আছে এক্টিভ করতে লাগবে
Ara vi ata to old post ami jani akta app change dila apnar nAm bolba	আরে ভাই এটা তো ওল্ড পোস্ট আমি জানি একটা এপ চেঞ্জ দিলে আপনার নাম বলব
use apk editor	ইউস এপিকে এডিটর
sob to dekhi fak	সব তো দেখি ফেক
earn to hobe na..coz..keo ad dite asbe na so majkhane ami payment dite dite fokir hoye jabo..	আর্ন তো হবে না ..কজ..কেউ এড দিতে আসবে না সো মাঝখানে আমি পেমেন্ট দিতে দিতে ফকির হয়ে যাবো ..
gmaio create korar system den	জিমেইল ক্রিয়েট করার সিস্টেম দেন
tnx 2 gb paici vai	থ্যাংক্স ২ জিবি পাইসি ভাই
Theme install dewar somoy opera diea hobe na	থিম ইনস্টল দেওয়ার সময় অপেরা দিয়ে হবে না
fb.prothomalo.com – SSL Connection failed Error code 29 SSL is not supported 2018-08-21 13:36:22 UTC Your IP66.220.149.13Proxy IP107.154.249.36(ID 10731)Origin Server IPN/A Powered by Incapsula	fb.prothomalo.com – এসএসএল কানেকশন ফেলড এরর কোড ২৯ এসএসএল ইজ নট সাপোর্টেড ২০১৮-০৮-২১ ১৩:৩৬:২২ ইউটিসি ইওর আইপি৬৬.২২০.১৪৯.১৩প্রক্সি আইপি১০৭.১৫৪.২৪৯.৩৬(আইডি ১০৭৩১)অরিজিন সার্ভার আইপিএন/এ পাওয়ার্ড বাই ইনক্যাপসুলা
akhon youtube dekhte amr problem bro.heijonne to comment bro….ok tnx.porikkhar por dekhe nibo…………	এখন ইউটিউব দেখতে আমার প্রব্লেম ব্রো .হেইজন্যে তো কমেন্ট ব্রো ….ওকে থ্যাংক্স .পরীক্ষার পর দেখে নিবো …………
ami thumbuell er post korci..but author na….tai…fb te asho ami kore dibo facebook.com/jgjgmga	আমি থাম্বয়েল এর পোস্ট করসি ..বাট অথর না ….তাই …এফবি তে আসো আমি করে দিবো facebook.com/jgjgmga
vai mega somporke idea na thakle apnar jonno ai post na	ভাই মেগা সম্পর্কে আইডিয়া না থাকলে আপনার জন্য এই পোস্ট না
2nd kormo dibos kobe?	সেকেন্ড কর্ম দিবস কবে ?
je kono 1ta dilei hbe	যে কোনো ১টা দিলেই হবে
ha ha 3dot e click korle shob beriye ashbe, onek poor app poweramp er 10 vager 1 vag feature o nai pamp 14 day trial e bujte parvenna purchase kore use koren bujte parven	হা হা ৩ডট এ ক্লিক করলে সব বেরিয়ে আসবে, অনেক পোর অ্যাপ পাওরাম্প এর ১০ ভাগের ১ ভাগ ফীচার ও নাই পাম্প ১৪ ডে ট্রায়াল এ বুঝতে পারবেননা পার্চেজ করে উইজ করেন বুঝতে পারবেন
bro, Amr mobile to Emon ekti Aka akai aseche, ami kichui buji eta kivabe sorabo ami.bt eta ki mble thakle kono problem hobe hobe.r Eta diye ki kaj kora jai. jante cai.	ব্রো, আমার মোবাইল তো এমন একটি একা একাই এসেছে, আমি কিছুই বুঝি এটা কিভাবে সরাবো আমি।বাট এটা কি মোবাইল থাকলে কোনো প্রব্লেম হবে হবে।আর এটা দিয়ে কি কাজ করা যায়। জানতে চায়।
vai amr playstore e ase na , ekata somadhan den pls	ভাই আমার প্লেস্টোর এ আসে না , একটা সমাধান দেন প্লিজ
Vaiya Ami normal app gulor khota bolechi sobai to paid use Kore na	ভাইয়া আমি নরমাল এপ গুলোর কথা বলেছি সবাই তো পেইড উইজ করে না
kon bisoye vaijaan?	কোন বিষয় ভাইজান ?
apni koresen ? r multi window ase ki se marmallow te . arokom ekta post kore tarpor kotha bolen	আপনি করেসেন ? আর মাল্টি উইন্ডো আছে কি সে মার্শাম্যালো তে . এরকম একটা পোস্ট করে তারপর কথা বলেন
vai speed baranir kono way ache..speed khub kom	ভাই স্পিড বরানির কোনো ওয়ে আছে ..স্পিড খুব কম
Ai vabe korsen…	এই ভাবে করসেন …
ki vul korlen?	কি ভুল করলেন ?
apnar phoner model kotho vai.	আপনার ফোনের মডেল কত ভাই .
nam shantir adharer bandah, kam oshantipurno	নাম শান্তির আঁধারের বান্দা , কাম অশান্তিপূর্ণ
wait bro diye debo	ওয়েট ব্রো দিয়ে দেবো
Vai akta earning post korle Khushi hotam	ভাই akta আর্নিং পোস্ট করলে খুশি হতাম
nice apk and tnx rana	নাইস এপিকে এন্ড থ্যংক্স ইউসার
?? title a bolen j “amar dekha” kew j 50gb course dekhe ni eta apni kivabe janlen – r eta amr kache achei	?? টাইটেল এ বলেন যে “আমার দেখা ” কেউ যে ৫০জিবি কোর্স দেখে নি এটা আপনি কিভাবে জানলেন – আর এটা আমার কাছে আছেই
Serba ta ki kaj korta hoi	সেরবা তে কি কাজ করতে হয়
vai sob try korce hoy na.. net a video dekce boltace bootloader unlock korte pore root korte.. cumputer diye… amar mobile holo sony m4aqua plz oi sob vasa buji na plz akta bangla post den plz are pc diye cwn install dewar niwom ta bolen plz	ভাই সব ট্রাই করসি হয় না.. নেট এ ভিডিও দেখসি বলতাসে বুটলোড্যার আনলক করতে পরে রুট করতে.. কম্পিউটার দিয়ে… আমার মোবাইল হলো সনি এম৪একিউইউএ প্লিজ ওই সব ভাষা বুঝি না প্লিজ একটা বাংলা পোস্ট দেন প্লিজ আরে পিসি দিয়ে সিডব্লিউএন ইনস্টল দেয়ার নিওম টা বলেন প্লিজ
Ans… Me… Bro….r aponr sathe contract er why bolen	এন্স … মি … ব্রো ….আর আপনার সাথে কন্ট্রাক্ট এর হোয়াই বলেন
kew akta post den….DSLR camera…blur na..camera open manei jano DSLR..android app….plz kew janle post korben	কেউ একটা পোস্ট দেন….ডিএসএলআর ক্যামেরা…ব্লার না..ক্যামেরা ওপেন মানেই যেন ডিএসএলআর..এন্ড্রোইড অ্যাপ….প্লিজ কেউ জানলে পোস্ট করবেন
Onek kisu share korar ase.Rana vai plz author den.	অনেক কিছু শেয়ার করার আছে.ইউসার ভাই প্লিজ অথর দেন .
Dent nie r koto post korben, sobai jane ai app somporke, r refer kore j earn korte hoy setao jane.Apni nijer refer baranoror jonno old post kno koren	ডেন্ট নিয়ে আর কত পোস্ট করবেন , সবাই জানে এই এপ সম্পর্কে , আর রেফার করে যে আর্ন করতে হয় সেটাও জানে .আপনি নিজের রেফার বাড়ানোর জন্য ওল্ড পোস্ট কেন করেন
ei motherchud re kew kisu koi nnh kan ree,er sob post e trickbd te ache.sala copybaz.shei 1st post thekei dekhchi.manusher gal khawar hup uitha thake sob somoy naki.ai tore author banaise k ree	এই মাদারচোদ রে কেউ কিছু কয় নাহ কেন রে ,এর সব পোস্ট এ ট্রিকবিডি তে আছে .শালা কপিবাজ .সেই ফাস্ট পোস্ট থেকেই দেখছি .মানুষের গালি খাওয়ার হুপ উইঠা থাকে সব সময় নাকি .এই তোরে অথর বানাইসে কে রে
Oi phone e ki net connect thakte hobe?	ওই ফোন এ কি নেট কানেক্ট থাকতে হবে ?
Site a bosabo kemne?	সাইট এ বসাবো কেমনে ?
download korteci.moja na pile,mobiler battery charge ferot diba.	ডাউনলোড করতেসি .মজা না পাইলে ,মোবাইলের ব্যাটারী চার্জ ফেরত দিবে .
Vpn use korleo othoba nah korleo bin kaj korbe	ভিপিএন ইউস করলেও অথবা নাহ করলেও বিন কাজ করবে
Apni Risk na niye wait korun.. GTA Vice City Lite Sharr korbo.. Oita hobei	আপনি রিস্ক না নিয়ে ওয়েট করুন .. জি টি এ ভাইস সিটি লাইট শেয়ার করবো .. ঐটা হবেই
Problem to obossoy. Upay hoitona ase,, ami dkhtisi	প্রব্লেম তো অবশ্যয় . উপায় হইতোনা আসে ,, আমি দেখতিসি
Fire Photo ta ki Picsart ei ache or Google theke namate hobe?	ফায়ার ফটো তে কি পিক্সারট এই আছে অর গুগল থেকে নামাতে হবে ?
Free na mb thala lagbe na kno package kinte hobe?	ফ্রী না এমবি থাকা লাগবে না কোনো প্যাকেজ কিনতে হবে ?
SuparRox vai jon nill vaiyer new grup link ta den to plz	সুপাররক্স ভাই জন ইউসার ভাইয়ের নিউ গ্ৰুপ লিংক টা দেন তো প্লিজ
layers manager e giye side bar theke uninstall layers din tarpor rebot din	লেয়ার্স ম্যানেজার এ গিয়ে সাইড বার থেকে আনইনস্টল লেয়ার্স দিন তারপর রেবুট দিন
Ji vaia Samne r o share kora hobe	জি ভাইয়া সামনে আর ও শেয়ার করা হবে
je karo sms list hack korar kono way thakle kew janaben plz….	যে কারো এসএমএস লিস্ট হ্যাক করার কোনো ওয়ে থাকলে কেউ জানাবেন প্লিজ ….
sorry ekta digit vul hoiche *28644	সরি একটা ডিজিট ভুল হইছে *২৮৬৪৪
kaj hoy na bhaiya pliz kicho ekta help koren	কাজ হয় না ভাইয়া প্লিজ কিছু একটা হেল্প করেন
hae hobe r13 try kore dekhen	হ্যা হবে আর১৩ট্রাই করে দেখেন
Apn Ki hobe?? internet naki mms??	আপনার কি হবে ?? ইন্টারনেট নাকি এমএসএস ??
Seta thik jana nei vai 5-10$ hobe	সেটা ঠিক জানা নেই ভাই ৫-১০$ হবে
kaj korche na, New Update asce bolce	কাজ করছে না , নিউ আপডেট আসে বলসে
tnx Vai,r amr phn he asolei root hoyeche kina set ami kmn kre bujhbo?	থ্যংক্স ভাই ,আর আমার ফন যে আসলেই রুট হয়েছে কিনা সেট আমি কেমন করে বুঝবো ?
Amar tube kinto অনেক আগে website	আমার টিউব কিন্তু অনেক আগে ওয়েবসাইট
Pore kono proble hobe na to?	পরে কোনো প্রব্লেম হবে না তো ?
Jodi kaj na kore tomar kintu kobor ase mia	যদি কাজ না করে তোমার কিন্তু খবর আসে মিয়া
Via amake diyen plz	ভাইয়া আমাকে দিয়েন প্লিজ
jodi ..ponta nia regisstad kore dea tahole….ai apps ta takbe ni	যদি ..কোনটা নিয়ে রেজিস্টার্ড করে দিয়ে তাহলে ….এই এপস টা থাকবে নি
pari na kno ,,,root lagbe naki	পারি না কেনো ,,,রুট লাগবে নাকি
copy korle morbo kemne?	কপি করলে মরবো কেমনে ?
bro apps ta sundor hoice bt aro gorgeous hole valo hoto	ব্রো এপস টা সুন্দর হইসে বাট আরো গর্জেয়াস হলে ভালো হত
Amar jana motea 5 dollar vi….20 dollar kamnea dai	আমার জানা মতে ৫ ডলার ভাই ….২০ ডলার ক্যামনে দেয়
Aponar Trickbd te na thaka vlo	আপনার ট্রিকবিডি তে না থাকা ভালো
Uttor ar mil nai, Prosno onusare.	উত্তর আর মিল নাই , প্রশ্ন অনুসারে .
bro style ektu kom koro(fun)	ব্রো স্টাইল একটু কম করো (fun)
Ki Holo Bro?	কি হলো ব্রো ?
Vai..massege error code dekhay kno…plzz hlp me	ভাই ..ম্যাসেজ এরর কোড দেখায় কেনো …প্লিজ হেল্প মি
G day	জি ডে
Flashable emoji paisi	ফ্ল্যাশবল ইমোজি পাইসি
Google Translated ,,,	গুগল ট্রান্সলেটেড ,,,
Shob jaigai kaj hobe?	সব জায়গায় কাজ হবে ?
tnx pici brw	থ্যাংক্স পাইসি ব্রো
ei post ami 1mas ageI korsi but ekhono pending ache	এই পোস্ট আমি ১মাস আগেই করসি বাট এখনো পেন্ডিং আছে
gd luck 😀	গুড লাক 😀
ami avro use kori :3	আমি অভ্র ইউস করি :3
Maxinum koibar newa jabe?	ম্যাক্সিমাম কইবার নেওয়া যাবে ?
Vai download hoyna!	ভাই ডাউনলোড হয়না !
tnQ bro for coment	থ্যাংক ব্রো ফর কমেন্ট
Oww…tahole apni active theke paisen deposit na kore taito??	ওওও …তাহলে আপনি এক্টিভ থেকে পাইসেন ডিপোজিট না করে তাইতো ??
vai 3ta post koresi 2tarike…trainer req disi but approve o hocce na aabr cancel o to korsen na….koy mas pore dekhben post	ভাই ৩টা পোস্ট করেসি ২তারিখে …ট্রেনার রিক দিসি বাট এপ্প্রুভ ও হচ্ছে না আবার ক্যানসেল ও তো করসেন না ….কয় মাস পরে দেখবেন পোস্ট
Bro screen shot gula buja jassana amni default font use kora screen shot update dan ata aktu bujta subida hoy	ব্রো স্ক্রিন শট গুলা বুঝা যাচ্ছেনা এমনি ডিফল্ট ফন্ট ইউস করে স্ক্রিন শট আপডেট দেন এটা একটু বুঝতে সুবিধা হয়
oh.but mne hoy symphony phner kno secret code ney.	ওহ .বাট মনে হয় সিম্ফনি ফোনের কোনো সিক্রেট কোড নেই .
Apni amar post ignore korben	আপনি আমার পোস্ট ইগনোর করবেন
rojar mash na hoile nitam ?	রোজার মাস না হইলে নিতাম ?
Wapka Niya trickbd te post korle onek problem hoy jemom code show kore na temni tomar o code show kore nai tai bollam..	ওয়াপকা নিয়ে ট্রিকবিডি তে পোস্ট করলে অনেক প্রব্লেম হয় যেমন কোড শো করে না তেমনি তোমার ও কোড শো করে নাই তাই বললাম ..
tao shere korar jonno tnx	তাও শেয়ার করার জন্য থ্যাংক্স
nice post bro kaj korte chai help korben ???	নাইস পোস্ট ব্রো কাজ করতে চাই হেল্প করবেন ???
Vai, ei khetre amke help krte parben??	ভাই , এই ক্ষেত্রে আমাকে হেল্প করতে পারবেন ??
vi apni paren	ভাই আপনি পারেন
720p/1080p Quality Nai	৭২০পি /১০৮০পি কোয়ালিটি নাই
google e nid likhe search din	গুগল এ এনআইডি লিখে সার্চ দিন
Etao post kora baki chilo! lol	এটাও পোস্ট করা বাকি ছিল ! লল
Tnx.i dont know abou it.robi gives us a little discount. Trickrun.com tnx for share	থ্যাংক্স .আই ডোন্ট নো এবাউট ইট .রবি গিভস আজ এ লিটল ডিসকাউন্ট . ট্রিকরান .কম থ্যাংক্স ফর শেয়ার
Sudhu Army na, Airforce, Navy niye post korar jonno request roilo ?	শুধু আর্মি না , এয়ারফোর্স , নেভি নিয়ে পোস্ট করার জন্য রিকোয়েস্ট রইলো ?
Awesome Post Vaiya?	অসাম পোস্ট ভাইয়া ?
Oh!! Thanks ♥	ওহ !! থ্যাংকস ♥
EkTa acoount a 200 mb daily….	একটা একউন্ট এ ২০০ এমবি ডেইলি ….
amr profile e ase dekhe nen	আমার প্রোফাইল এ আছে দেখে নেন
ar kichu screenshot dile valo hoto….	আর কিছু স্ক্রিনশট দিলে ভালো হত ….
Pagol jani. Poraton post	পাগল জানি . পুরাতন পোস্ট
amr site kisu thakle ovsly publicly site share kortam na ✌?	আমার সাইট কিছু থাকলে অবভিয়াসলি পাবলিকলি সাইট শেয়ার করতাম না ✌?
Vai apnar facebook link ta den…	ভাই আপনার ফেইসবুক লিংক টা দেন …
ajob holo gp.kono free net use korte gele e 2 din er moddah bondo kore dey	আজব হলো জিপি .কোনো ফ্রী নেট উইজ করতে গেলে ই ২ দিন এর মধ্যে বন্ধ করে দেয়
🙂 Boro bhayer pa duita den ektu salam kori… amr mb er khub e drkr silo apnar post ta dekhar por khub upokar hoilo amr. Thanks bhai ekhn theke ami gp sim diye net use korte parbo inshallah	🙂 বড় ভায়ের পা দুইটা দেন একটু সালাম করি… আমার এমবি এর খুব ই দরকার ছিল আপনার পোস্ট টা দেখার পর খুব উপকার হইলো আমার। থ্যাংকস ভাই এখন থেকে আমি জিপি সিম দিয়ে নেট উইজ করতে পারবো ইনশাল্লাহ
na tikle to bash pura ?	না টিকলে তো বাঁশ পুরা ?
Twrp automatic boot a install hobe. alada kore file mobileuncle aisob kora lagbe na	টিডাবলিউআরপি অটোমেটিক বুট এ ইনস্টল হবে . আলাদা করে ফাইল মোবাইলআঙ্কেল এইসব করা লাগবে না
apnar theme ta zip. xml krbo kivabe?	আপনার থিম টা জিপ . এক্সএমএল করবো কিভাবে ?
tnx bro,, ami regularly post kortam,, but majkhane onekdin miss hoyce, that’s all, ?	থ্যাংক্স ব্রো ,, আমি রেগুলারলি পোস্ট করতাম ,, বাট মাঝখানে অনেকদিন মিস হইসে , দেটস অল , ?
Amio 4 ta account korlam same kahini Akn refer bonus ta disse na Kalke try korian ajke Kew are korian na	আমিও ৪ টা একাউন্ট করলাম সেম কাহিনী এখন রেফার বোনাস টা দিচ্ছে না কালকে ট্রাই করিয়েন আজকে কেউ আর করিয়েন না
ami faltu hoile post korte partam na apnar chole tak boltesen and jodi cholto taiel bolten thanks ???????	আমি ফালতু হইলে পোস্ট করতে পারতাম না আপনার চলে টাকে বলতেসেন এন্ড যদি চলতো তাইলে বলতেন থ্যাংকস ???????
facebook follower dekhbo kivabe help me	ফেইসবুক ফলোয়ার দেখবো কিভাবে হেল্প মি
Shadin Vai sponar fb link ta din plz vai…..plzz……ami kichu kotha bolte chai aponake plz	ইউসার ভাই আপনার এফবি লিংক টা দিন প্লিজ ভাই …..প্লিজ ……আমি কিছু কথা বলতে চাই আপনাকে প্লিজ
আপনার সকল ধারনা ভূল। taucoin and lamben different | lamben এর নিকনেম tau but it is not taucoin	আপনার সকল ধারনা ভূল. টাউকয়েন এন্ড ল্যামবেন ডিফারেন্ট | ল্যামবেন এর নিকনেম টাও বাট ইট ইজ নট টাউকয়েন
Alhamdulillah rana vai.ami help korbo..	আলহামদুলিল্লাহ ইউসার ভাই .আমি হেল্প করবো ..
tuner theke kick korlo keno?	টিউনার থেকে কিক করলো কেনো ?
Vaia mod siker Kono way acah	ভাইয়া মড শিখার কোনো ওয়ে আছে
apner id nam ki…..bro….?	আপনার আইডি নাম কি …..ব্রো ….?
boka tuner. jat easynet chole tar to emnei cholbe. eto kicu downlod kora lagbe na.	বোকা টিউনর . যার ইসি নেট চলে তার তো এমনেই চলবে . এতো কিছু ডাউনলোড করা লাগবে না .
robot tu nai restart ace…..!!ekhon ki kormo pn ki off kore on kormo…? ar amake ekta khota bolen tu.. ROOT ar Restart ki ek….?	রোবট তো নাই রিস্টার্ট আছে …..!!এখন কি করমু ফোন কি অফ করে অন করমু …? আর আমাকে একটা কথা বলেন তো .. রুট এর রিস্টার্ট কি এক ….?
Oi pin die wps pro te dilei to connect hobe???	ওই পিন দিয়ে ডাবলিউপিএস প্রো তে দিলেই তো কানেক্ট হবে ???
bayre thekew asbe..	বাইরে থেকেও আসবে ..
ai post 1 k ar besi dekci trickbd.faltu seler faltu post	এই পোস্ট ১ কে এর বেশি দেখসি ট্রিকবিডি .ফালতু ছেলের ফালতু পোস্ট
Vai.. amk Akta Edu mail diban..	ভাই .. আমাকে একটা এডু মেইল দিবেন ..
Samsung Galaxy M02 ফোনে হবে ?	স্যামসাঙ গ্যালাক্সি এম০২ ফোনে হবে ?
Kivabe kaj korbo likhennai to	কিভাবে কাজ করবো লিখেন নাই তো
Rana Vai, plz amar Post gulu review koren. Sompurn Copy Past mukto, Nijer likha. Plz make me tuner.	ইউসার ভাই , প্লিজ আমার পোস্ট গুলো রিভিউ করেন . সম্পূর্ণ কপি পেস্ট মুক্ত , নিজের লিখা . প্লিজ মেক মি টিউনর .
Samsung galaxy s5830i er jonno Samsung j2 er custom rom lagbe….plz….help khub dorkar	স্যামসাঙ গ্যালাক্সি এস৫৮৩০আই এর জন্য স্যামসাঙ জে ২এর কাস্টম রোম লাগবে ….প্লিজ ….হেল্প খুব দরকার
ato din pore akta kaher trick pelan ami sofol hoyechi.many many tnx.	এত দিন পরে একটা কাছের ট্রিক পেলাম আমি সফল হয়েছি .মেনি মেনি থ্যাংক্স .
akhon acc korle dibe nki..? really coin	এখন একাউন্ট করলে দিবে নাকি ..? রিয়েলি কয়েন
time thik koren…internet time must be.	টাইম ঠিক করেন …ইন্টারনেট টাইম মাস্ট বি .
baler trick disen same speed e ase.ojotha bivranto koren kano. t limit cross korar trick na use amr formula use koren vai. atai vejal kom hobe. droidvpn e 50ta id khulben .1ta ses hole arakta use korben. r apner trick kono kajer noy ager thake besi disconnect hosse. r server is full besi dekasse. faltu post koren ojotha.	বালের ট্রিক দিসেন সেম স্পিড এ আছে।অযথা বিভ্রান্ত করেন কেন। টি লিমিট ক্রস করার ট্রিক না উইজ আমার ফর্মুলা উইজ করেন ভাই। এটাই ভেজাল কম হবে। ড্রইডভিপিন এ ৫০টা আইডি খুলবেন ।১টা শেষ হলে আরেকটা উইজ করবেন। আর আপনার ট্রিক কোনো কাজের নয় আগের thake বেশি ডিসকানেক্ট হচ্ছে। আর সার্ভার ইজ ফুল বেশি দেখাচ্ছে। ফালতু পোস্ট করেন অযথা।
Apni ki games er Xmod er kotha bolsen? Naki xposed? Xposed hole ekhane:	আপনি কি গেমস এর এক্স মড এর কথা বলসেন ? নাকি ক্সপোসড ? এক্সপোসড হলে এখানে :এপিকে
ha bro data on rekhe log in korte hobe.	হা ব্রো ডাটা অন রেখে লগ ইন করতে হবে .
Please Visit My Website:	প্লিজ ভিসিট মাই ওয়েবসাইট :
Phn a Problem✌	ফোন এ প্রব্লেম ✌
welcome bro aponar jonno doya roi lo future jeno aro agi ya jan.	ওয়েলকাম ব্রো আপনার জন্য দয়া রইলো ফিউচার যেন আরো আগেই যান .
ata futured deyar ki dorkar?	এটা ফিউচারড দেয়ার কি দরকার ?
Vai..mail deactivated dekhay login korar shomoy Oder shathe contact korte bole Activation j ora pathaise..oi link diye shudhu dhukte pari.dirrect log in korte parina Evabe Kaj korbo? Naki new acc khulbo arekta	ভাই..মেইল ডিএক্টিভেটেড দেখায় লগইন করার সময় ওদের সাথে কন্টাক্ট করতে বলে এক্টিভেশন যে ওরা পাঠাইসে..ওই লিংক দিয়ে শুধু ঢুকতে পারি।ডিরেক্ট লগ ইন করতে পারিনা এভাবে কাজ করবো? নাকি নিউ অ্যাক খুলবো আরেকটা
phn ki rooted?	ফোন কি রুটেড ?
(1) Paypal Accounts Ke Vabe Chalu Korbo (2) Account Active Korta Ke Ke Labe Full Information Den Plz Vi.?	(1) পেপাল একাউন্টস কিভাবে চালু করবো (2) একাউন্ট এক্টিভ করতে কি কি লাগবে ফুল ইনফরমেশন দেন প্লিজ ভাই .?
vaiya kisu khn por auto cut hoye jay..aita fix krbo kivabe ? mane direct home page e niye ase	ভাইয়া কিছু ক্ষণ পর অটো কাট হয়ে যায় ..এইটা ফিক্স করবো কিভাবে ? মানে ডিরেক্ট হোম পেজ এ নিয়ে আসে
Use KPN Tunnel.	ইউস কেপিএন টানেল .
At least 4 minutes to cholbe ☹️	এট লিস্ট ৪ মিনিটস তো চলবে ☹️
Vaiya jodi account e taka thake tahole kete jabe?	ভাইয়া যদি একাউন্ট এ টাকা থাকে তাহলে কেটে যাবে ?
sobar hoy…amar o hoy…apni screenshot ar moto settings kore dakhen hohe e.	সবার হয় …আমার ও হয় …আপনি স্ক্রিনশট এর মতো সেটিংস করে দেখেন হয়ে .
app install hoyce.ki tipte hobe?	এপ ইনস্টল হইসে .কি টিপতে হবে ?
Ami aktai phn review korsi..	আমি একটাই ফোন রিভিউ করসি ..
hmm but sobaike janailam	হুম বাট সবাইকে জানাইলাম
tnx boss..but vai notification tmr nam deklei voi pai….report korba naki utsaho diba…sei tension e thaki..hahaha	থ্যাংক্স বস ..বাট ভাই নোটিফিকেশন তোমার নাম দেখলেই ভয় পাই ….রিপোর্ট করবা নাকি উৎসাহ দিবে …সেই টেনশন এ থাকি ..হাহাহা
Aitao kono post	এইটাও কোনো পোস্ট
Vai apni msvpn 8,9,12 agular server kon site theke banaisen??	ভাই আপনি এমএসভিপিএন ৮,৯,১২ এগুলার সার্ভার কোন সাইট থেকে বানাইসেন ??
Unlimited twt token buy kora hoy…payment bKash…….	আনলিমিটেড টিডাবলিউটি টোকেন বাই করা হয় …পেমেন্ট বিকাশ …….
Welcome nuaim vai	ওয়েলকাম ইউসার ভাই
Effat vai, Arfan vai.. shonen ami prove dibo amar inbox er sms gula diye kobe kak diyesi.. jodi soyeb chorer age post er age na hoi.. taile trickbd te ashbona. m.facebook.com/mamun870	ইউসার ভাই , ইউসার ভাই .. শোনেন আমি প্রুভ দিবো আমার ইনবক্স এর এসএমএস গুলা দিয়ে কবে কাকে দিয়েসি .. যদি ইউসার চোরের আগে পোস্ট এর আগে না হয় .. তাইলে ট্রিকবিডি তে আসবোনা . m.facebook.com/mamun870
na.vaiya,ayta jst fnd er shate fun krar jnno……tbe fake nid id card diye disabled id thik kora jabe.	না .ভাইয়া ,এইটা জাস্ট ফ্রেন্ড এর সাথে ফান করার জন্য ……তবে ফেক এনআইডি আইডি কার্ড দিয়ে ডিসএবলড আইডি ঠিক করা যাবে .
